Creation	Duration	State	Label	
00:16.849.525	5.62 ms	Active	Neural Engine Prediction	
00:20.645.335	5.70 ms	Active	main__Op5_AneInference Prediction	
00:12.899.543	5.81 ms	Active	main__Op5_AneInference Prediction	
00:14.306.907	5.86 ms	Active	main__Op5_AneInference Prediction	
00:14.961.214	5.91 ms	Active	Neural Engine Prediction	
00:21.859.989	5.93 ms	Active	main__Op5_AneInference Prediction	
00:04.581.009	5.94 ms	Active	main__Op5_AneInference Prediction	
00:23.138.534	5.99 ms	Active	Neural Engine Prediction	
00:07.012.923	6.03 ms	Active	main__Op5_AneInference Prediction	
00:22.564.996	6.09 ms	Active	main__Op5_AneInference Prediction	
00:04.838.161	6.18 ms	Active	main__Op5_AneInference Prediction	
00:05.094.365	6.26 ms	Active	main__Op5_AneInference Prediction	
00:22.116.184	6.38 ms	Active	main__Op5_AneInference Prediction	
00:15.523.252	6.44 ms	Active	main__Op5_AneInference Prediction	
00:18.481.560	6.45 ms	Active	main__Op5_AneInference Prediction	
00:07.716.395	6.47 ms	Active	main__Op5_AneInference Prediction	
00:04.390.973	6.47 ms	Active	main__Op5_AneInference Prediction	
00:03.173.589	6.50 ms	Active	main__Op5_AneInference Prediction	
00:20.388.280	6.54 ms	Active	main__Op5_AneInference Prediction	
00:23.145.508	6.57 ms	Active	Neural Engine Prediction	
00:13.604.922	6.58 ms	Active	main__Op5_AneInference Prediction	
00:21.603.806	6.67 ms	Active	main__Op5_AneInference Prediction	
00:04.133.190	6.69 ms	Active	main__Op5_AneInference Prediction	
00:13.156.782	6.69 ms	Active	main__Op5_AneInference Prediction	
00:21.348.117	6.73 ms	Active	main__Op5_AneInference Prediction	
00:07.976.523	6.95 ms	Active	main__Op5_AneInference Prediction	
00:07.461.887	7.11 ms	Active	main__Op5_AneInference Prediction	
00:03.879.414	7.13 ms	Active	main__Op5_AneInference Prediction	
00:06.309.354	7.33 ms	Active	main__Op5_AneInference Prediction	
00:13.859.137	7.34 ms	Active	main__Op5_AneInference Prediction	
00:05.348.636	7.34 ms	Active	main__Op5_AneInference Prediction	
00:18.468.982	8.07 ms	Active	main__Op5_AneInference Load: cached	
00:23.129.246	8.14 ms	Active	Neural Engine Prediction	
00:14.952.324	8.43 ms	Active	Neural Engine Prediction	
00:23.118.139	8.50 ms	Active	Neural Engine Prediction	
00:12.388.032	9.59 ms	Active	main__Op5_AneInference Load: cached	
00:14.941.073	10.20 ms	Active	Neural Engine Prediction	
00:01.113.677	10.34 ms	Active	main__Op5_AneInference Load: cached	
00:16.764.737	16.80 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:09.007.814	18.02 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:00.923.508	18.82 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:08.978.411	21.50 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:16.872.117	22.02 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:14.823.009	23.17 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:23.036.725	23.49 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:14.992.470	24.43 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:23.170.683	26.46 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Prediction	
00:00.872.097	42.88 ms	Active	text_model_ctx_512_77_main_ctx_512__Op0_AneInference Load: cached	
